sentence,class
'Fala sobre as promoção',positiva
'Mandar o extrato no último dia para poder saber o que precisa para aumentar o premiação',negativa
'Para consultor de treinamento seria interessante ter acesso aos numeros das lojas nas quais sou responsável.',positiva
'Quando perguntamos sobre igp da categoria vc me manda o meu infividual',positiva
'Vc poderia me mandar o Gap de cada vendedor De venda monetária  CDC e eficiência  quanto falta para cada um bater a sua meta.',positiva
'Maior frequência em me enviar mensagens e maior Gama de respostas diretas',negativa
'Ir',positiva
'Mandar em valores os resultados também',negativa
'Top',positiva
'Eva minha amiga gostaria de saber mais sobre meus indicadores  não entendo muito sobre o que diz meus números e como poderia melhora Los  minhas metas mensais e diária  gostaria de ter melhor acompanhamento de meus resultados alcanos diariamente .Sempre aguardo com muita ansiedade meus resultados vc é ótima parabéns pela empresa por este programa que estimula muito mais do que qualquer outro tipo de feedback',positiva
'Deveria ter como vc saber nossa escala e média de horário de trabalho.Por exemplo trabalho das  13:20 as 22:00. As vezes tentamos relaxa tem mês estressante. Esse dia de folga e fundamental pra renovar as energias e volta a trabalhar  mais se mesmo em casa às cobranças continuar não conseguimos nos renovar e voltaremos mais estressados.',negativa
'Mandar conteudos vá ajudar   e apenas em horário de trabalho',negativa
'Não enviar nas férias   folgas e feriados.',negativa
'Acredito que o conteúdo e objetivo e suficiente  nos deixando sempre informados sobre nossos resultados  campanhas  conhecimentos dentro dos parâmetros necessários... Vale ressaltar que qualquer novidade é sempre bem vinda.... mas me sinto satisfeito até o momento .Obrigado !',positiva
'Enviar semanalmente a venda expressa por colaborador',positiva
'Me mandando dicas de venda de serviço ??',positiva
'Enviar mensagens direcionadas específicas para o consultor de treinamento.',positiva
'N',positiva
'Me mandado o resultado de vendedor todos os dias. Diárias atualizados',negativa
'Ser mais rápido',negativa
'Aceitar minhas resposta  não as q a eba quer',negativa
'Mandar coisas mais técnicas para um melhor desenvolvimento dos colaboradores. E disponibilizar treinamentos no app',positiva
'Enviar com mais frequência o desempenho mostrando ainda mais em que e como podemos melhorar.',negativa
'Mandar as mensagens com as projeções certas e não com talvez .',negativa
'Mais conteúdo dos produtos',positiva
'Continuar desse jeito',positiva
'Desbloqueando a venda de seguroda cnova',positiva
'Está ótimo da maneira que esta hoje',positiva
'Continuar interagindo para melhorar ainda mais esse canal',positiva
'Alguma coisa mais concreta',negativa
'Não comparar com outros funcionários',negativa
'No primeiro mês  errou ao informar os ganhos  mas agora está melhorando  deveria informar a meta individual do setor de backoffice',negativa
'Muitas dicas....',negativa
'Informar o status dos imputs dos líderes',positiva
'Resultado diário das vendas e serviços',negativa
'Sem comentários',positiva
'Que vc enviasse para os meus vendedores que não está fazendo cdc e nem eficiência o quanto está perdendo de premio que está na mão de cada um.',positiva
'Extrato mais atualizado',negativa
'Falasse mais do meu desempenho.',negativa
'Dá mais dicas de produtos com melhores ir  ',positiva
'Ser mais direto  passando apenas os números.',negativa
'Acho que as suas colocações são boas e nos deixa informados o suficiente',positiva
'Mandar quais melhores produtos de vendas do dia de acordo com o que tem na concorrência.',positiva
'Mandar sempre dicas',positiva
'Sem comentários aff',negativa
'Mandar o desempenho no final de todos os dias para acompanharmos mais',negativa
'Ok',positiva
'Fale mais comigo',negativa
'Focar no cargo do colaborador para enviar os treinamentos',negativa
'Ter acesso aos resultados das filiais que sou cadastrada como consultora de vendas',positiva
'Ok',positiva
'Extrato de prêmios',positiva
'Não',positiva
'Nenhuma',positiva
'Mais informações',positiva
'Continue assim. Informações sobre produtos novos.  Treinamentos e principalmente a nossa venda.  Acompanhar as vendas está muito mais fácil com a sua ajuda.  Parabéns!',positiva
'Acho muito bom porem tem que melhorar o Wi-Fi da loja pra melhorar a agilidade e uma melhor visão para os funcionários com iPhone sempre ficamos para traz',positiva
'Nada  está tudo  perfeito está ajudando muito gosto muito',positiva
'Banco de horas atualizado dia à dia.',positiva
'Tudo ótimo',positiva
'Dicas pra serem repassadas ao meu time sobre quanto falta pra eles atingirem suas premiações',positiva
'Minhas premiação do mês passado',negativa
'Por enquanto está tudo em ordem',positiva
'Argumentações para serviços',positiva
'Está sempre atualizada',negativa
'Se assistente técnico tem como vender expressa...',positiva
'Falar',negativa
'Passar inconformidade de RH mais detalhado',negativa
'Boas dicas como por exemplo na minha filial pq eu poderia tá fazendo para melhorar minhas vendas e alcançar minhas metas',positiva
'Eu estava de férias a evva cobrando resultados nada apropriado',negativa
'Tudo perfeito. Tecnologia em nossas mãos!',positiva
'Acompanhar o extrato de premiação semanal.',negativa
'Até o momento está bom',positiva
'Extrato diário dos resultados para melhor acompanhamento',negativa
'Colocar viradas de pridutos mais apriximadas exemplo nao comparando uma geladeira pequena inox com uma geladeira grande branca',negativa
'Enviar mais mensagens',positiva
'Quando perguntar resultados do mês anterior.',negativa
'Gostaria de ver mais sobre meu desempenho  cursos e como vender mais seguros e garantias',positiva
'Mostrar mais o nosso desempenho  ao vivo',negativa
'Gostaria que você mandasse extrato diário da minha equipe',negativa
'Inserir informações mais relevantes ao meu setor... que possam me ajudar a adequar o meu serviço e melhorad meu atendimento.',negativa
'Focar mais nas vendas do estoque. Por exemplo eu vendo muitos planos mobile e não recebo mensagens sobre isso. Poderia me enviar a quantidade R$ em que estou e algumas dicas pra eu vender ainda mais.Parabéns pelo app. #aceleraviavarejo',negativa
'Dar sugestões mais concretas',negativa
'Perspectiva de vendas',positiva
'Manda mais características boas',negativa
'Enviar com mais frequência sobre os seguros',positiva
'A atualização dos extratos ser diária.',negativa
'Se possível mandar diáriamente como está meu desempenho para que eu possa me aprimorar a cada dia para atingir meus objetivos.',negativa
'Ser mas precisa',negativa
'Do jeito que está  está ajudando bastante!!',positiva
'Muito bom',positiva
'Serviços adicionais',positiva
'Mandando dia a dia o extrato de vendas',negativa
'Mandar frases de motivação diário para que a equipe posso acordar com uma frase de incentivo na cabeça e poder começar o dia com o pé direito.',negativa
'Ok',positiva
'Todos os vendedores terem acesso a suas performaces diariamente  sempre que optar por ver. Hoje so sabemps de nossas performaces apenas quando vocês fazem o envio  e várias vezes queremos ver o desempenho e ainda não foi enviado por aqui',negativa
'Facilidade pra tirar dúvidas',positiva
'Mandar meu desempenho diariamente',negativa
'Qualquer ajuda que voçê puder me da vou gostar muito',positiva
'Por enquanto nada',positiva
'Resultados da loja serem diarios',negativa
'Responder sobre as cotas.',negativa
'Dar mas opções de perguntas. Em relação ao colaborador',negativa
'Ter mais profundidade nas dicas   pois as dicas dadas já é aquilo que vemos é sabemos',negativa
'Enviar metas diárias',negativa
'Enviar mais mensagens direta',negativa
'Atualização do prêmio mais rápida',negativa
'Enviar status de treinamento. Extrato do grupo 313. Status dos aplicativos',positiva
'Atualização diária dos resultados',negativa
'nos informar diariamente as nossas metas e o q falta p atingir',negativa
'Top 20',positiva
'Passar valores real da meta cdc e eficiência',negativa
'O Evva não compreende muito o que é digitado no chat exemplo o Extrato  é algo que ele pede para que digitemos mas não processa a informação e traz outro conteúdo sem a menor relação do que foi pedido',negativa
'Efetuar mais planilhas de premiação',positiva
'CONTINUAR ENVIANTO DICAS E FORMA DE EU MELHORAR MINHAS VENDAS NA FILIAL',positiva
'Mandar diariamente as principais ofertas com melhores IR.',positiva
'Mamdar Atualização de 2 em 2 dias aos colaboradores de sua metas e objetivos',negativa
'A Evva não consegui compreender o q mando não tenho resposta q pergunto',negativa
'Passar a informação sobre loja que o líder estiver fazendo cobertura   informações gerenciais',positiva
'Acho que deveria nos manter informados das nossas estrelas e nos orientar em vendas de serviços e quanto falta para ganhar premiação e prêmios numa maneira mais esclarecidas porque eu não consigo entender obrigada e desculpa qualquer coisa',negativa
'Enviar minha projeção em tempo real!!',negativa
'Mandar produtos em ofertas e no fim do mês não parar de mandar o extrato de vendas',positiva
'Continuar sinalizando os pontos negativos para possível melhoria',positiva
'Atualizar as informações mais rapido',negativa
'Me enviar as promoções do dia  ou os produtos em destaque de cada setor',positiva
'Manda o extrato de eficiência e metas e premiação',positiva
'Nada',positiva
'Gostaria de um extrato semanal da premiação do gerente no Eva como de vendedores',negativa
'Poderiamos ter perguntas com respostas menos robotizadas',negativa
'Não estou recebendo informações da minha atual filial 1543 e sim da filial antiga 1482. Matrícula 1686895. A eva tem enviado as vezes até 5 mensagens idênticas  uma atrás da outra.',negativa
'Q fosse mais rápida a atualização de resultados',negativa
'Dispersão dos vendedores.',positiva
'Que a Eva respondesse nossas perguntas',negativa
'Enviar os produtos que estão com o melhor preço no dia para ofertar ao cliente.',positiva
'Nada a acrescentar',positiva
'Antecipar as Promoções para focar melhor pois no dia quem abre loja tem muitos deveres e obrigações sobre o Eva no almoço.',positiva
'Enviando metas diárias para o acompanhamento dia a dia dos resultados',negativa
'Que o aplicativo abrisse já página galeria (layout)',positiva
'Se você vender mais tantos por dia você vai atingir 120% da meta',positiva
'Ter opção de falar com vc por voz  não somente por escrita.',positiva
'Eu sou atendente de loja  e como sempre a Via Varejo não liga para os atendentes de loja do Ponto Frio... alguém da minha loja que é da área fixa assim que faz um serviço a EVA fala... os atendentes ela não fala nada',negativa
'Direcionamento e sugestoes de como trabalhar melhor nossos indicadores',positiva
'As informações são muitos importantes no dia a dia..',positiva
'Falar dos números da loja e sobre a empresa',positiva
'Vc não mandou o fechamento do mês novembro e eu gostaria de ter recebido a mensagem do fechamento',negativa
'Mais informações do calda longa  e do via mais',positiva
'Nenhuma sugestão',positiva
'Ajustar os cargos às mensagens',negativa
'Detalhar cauda longa e QR.',positiva
'Disponibilizar resultados de calda longa ajudaria mto',positiva
'Resultadod por dentro',positiva
'Resultados em tempo real  mostrando vendas no via +  cauda longa.',negativa
'Está tudo ok',positiva
'Mostrar campanhas que estamos legíveis',positiva
'Meta diária para o vendedor  por exemplo  ele informa a EVVa que quer atingir 120% mercantil e informa ele o quanto tem que vender por dia  independente da meta da empresa .. o próprio vendedor que quer vender mais do que a empresa pede .. e ela o ajuda diariamente com as informações',positiva
'Voltar a enviar os indicadores de resultado da filial',positiva
'Identificar extrato de forma correta  acionar diariamente vendedores que não entregaram resultado no dia anterior. E compartilhar com os vendedores produtos específicos de suas categorias com melhores IR.',negativa
'Venda de Serviços',positiva
'O que devo melhor',positiva
'Lembrete da agenda Movve',positiva
'Ser mais completa quando perguntada sobre algo...',negativa
'O coteudos sempre vir primeiro por data   pois muitas das vezes tem que ficar procurando. Ex. Dia 01/12 no campo galeria ao abrir já vir todo conteúdo para este dia  como via lider  vídeos  campanhas etc.',negativa
'A empresa investiu muito bem nos disponibilizando a Evva.Como sugestão  poderia nos fornecer informações online sobre nossos indicadores.',negativa
'Nenhum',positiva
'Informar o vendedor pelo look box gerente tem um resultado Eva envia outro',negativa
'Mais assunto referente a estratégia de venda e dica que outras filiais do mesmo porte tem tido êxodo. Importante semanalmente informar sobre as estrelas.',positiva
'O conteúdo que está na galeria e já foi apresentado  ser removido  oi então colocar em uma sequência  para que fique mais organizado  dessa forma fica mais achar i novo conteúdo pra apresentar .',negativa
'Enviar parciais da RV do CAL',positiva
'Não tenho nada a reclamar',positiva
'Tá bm assim',positiva
'Atualização diaria',negativa
'Mais dicas de fechamento de vendas',positiva
'Mensagens semanais',negativa
'Comunicação de forma acertiva vc não entende o que perguntamos',negativa
'nao',positiva
'Vendas',positiva
'Resultados diários.sao muito valiosos.',negativa
'Em.breve uma interatividade melhor',negativa
'Acho que está otimo',positiva
'Está tudo ótimo',positiva
'Dicas  para futura promoção',positiva
'Enviar com mais frequência os ganhos.',negativa
'Isso aí!',positiva
'Tudo ótimo EVVA!',positiva
'Tem que ter algo a mais para os mais velhos de empresa',positiva
'Feliz',positiva
'Melhorar nosso prêmio pois os IR mais alto são produtos defasados de pouca procura difícil de reverter colocar mais produtos com IR mais.alto ou tirar o IR ter premiação devido a mercantil cdc e serviços',positiva
'Excelente pesquisa',positiva
'Precisa melhora a entrega e ter produto de linha branca em estoque para entrega na hora.',positiva
'toda ajuda é bem vinda !',positiva
'Melhorar vale alimentação ajudar cond de pagamento nao baixando nosso ir integrar um quanto antes as vendas de Internet',positiva
'Depois desse novo modelo de premiação vejo os colegas bem desanimados e o pior vejo colegas deixando de vender por causa do ir baixo para não perder a premiação um absurdo ver isso acontecer.',positiva
'A premiação ficou muito difícil de atingir porque todos os indicadores estão atrelados se não atingir um não recebemos nada mesmo que tenha atingido os outros',positiva
'Muitas mudanças em tempo muito curto gera muita confusão.',negativa
'Melhor empresa no estado do tocantins para se trabalhar.',positiva
'Esperava mais em relação ao aplicativo  minhas espectativas melhorou agora com via+ onde podemos ficar mais por dentro de ofertas para o cliente e ações contra a concorrência',negativa
'Sempre estamos morrendo a minguas na loja não temos para quem pedir ajuda me nome jão estão restrito não sei o que faço no eu setor era 3 pessoas agora estamos em 4 ninguém bate meta nenhuma mais',positiva
'Taxa juros alta no carnê e juros sobre serviço.',positiva
'Esperava mas dos lideres e estou muito decepicionada com a nova forma de premiacao porque tenho que ser responssavel para quem nao quer trabalhar e mesmo fazendo acima da minha meta recebo de premiacao o mesmo de quem na faz    obg por perguntar',positiva
'Parabéns Eva vc estão ajudando muito sempre mim estimular a vende mais obrigado',positiva
'Como sugestão  gostaria que as premiações fossem separadas...pois sempre esforçamos para todos os quesitos   mas o Cdc sempre puxa pra baixo   se a avaliação fosse vendas mercantil  ir e serviços seria bem interessante ...',positiva
'Vamos confiar !! Pra vê se vale a pena.',positiva
'A nossa empresa pode melhorar ainda mais  temos pontos de melhoria na questão da entrega  condições de pagamento  incentivos para os colaboradores quero deixar o meu obrigado e devemos ficar atentos estamos pendendo nossos clientes para concorrentes.',positiva
'Gostaria muito de mas computadores no setor celulares mas oportunidade de crescimento para nós vendedores',positiva
'A meta do cdc  é praticamente impossível de alcançar  pq os juros são muito altos e principalmente porque nunca aprova o crédito do cliente. Acho um absurdo depender de uma premiação que não estão em meu poder de aprovação de crédito.',positiva
'percelamentos em 10 vezes cartão normal',positiva
'tem que melhorar a cesta da telefonia',positiva
'Parcelas de 10x juros no cartão',positiva
'Valor on LINE não deveria ter uma diferença enorme!! Deveriam ter uma pequena diferença para que possamos converter para loja !!!! Possibilitando os vendedores a ganhar mas dinheiro.',positiva
'ajuda muito para metas em geral',positiva
'Liderança não ajuda desenvolver e levam muito por afinidade onde liderança não foi conquistada e sim dada por afinidade lider do setor de móveis vende em outros setores sem chamar o vendedor do setor sem respeitar os demais colegas da loja',positiva
'Temos q ter preços competitivos e cestas de produtos melhores',positiva
'Quero que mude nosso tipo de pagamento  pois não estão adequado ao que vendo .agora que faço muito mais serviços meu pagamento caiu absurdamente  como pode isso??até mesmo os dsr cairão   assim não dão   pois desmotiva a qualquer funcionãorio.',positiva
'É difícil alcançar as metas pois minha loja 1784 é assaltada com muita frequência e o fluxo de clientes são pouquíssimos',positiva
'Claro que não deixaremos de fazer  mas colocar isso como pilar em lojas Pontofrio que priorizam o cartão não dão pra entender',positiva
'Acho esse modelo de incentivo ruim pois cada vendedor é merecedor do seu trabalho e não tem  nada a ver o vendedor depender dos outros ou da loja bater cota para receber essa premiação',positiva
'Poderia melhorar na condição de pagto',positiva
'Tirarfretemontagemimbutir',positiva
'Gostaria que aumentasse os produtos da cesta um no setor de móveis',positiva
'Premiação',positiva
'Rever o conceito de reunião todo dia',positiva
'O IR ATRAPALHA A VENDA  É O GER PERDE MUITO TEMPO COM MOVE E NÃƒO AJUDA OS VENDEDOR NO CHÃƒO DE LOJA',positiva
'Tenho uma ótima liderança  um time completo e competente  que luta pra alcançar as metas da loja e a evva é uma excelente forma de ajuda pois ela trãos muitos quesitos a serem pensados e realizado em chão de loja',positiva
'Não diminuir o ir  quando der desconto',positiva
'No setor que estou no momento falta muitos produtos e quando chega é uma luta para expor.Quando estão expostos em dois ou três dias acabam',positiva
'Cdc não deveria entrar como meta de premiação e a premiação deveria ser melhor como antes e não vinculado Ã  cota da loja pois se ela não bate perdemos mais ainda.',positiva
'Eles Ã s vezes ficam presos na venda dele que não pode nos ajudar c a nossa venda',positiva
'O sistema de premiacao não deve ser amarrado a todo time mais tem vencedores desmotivados e isso faz com que a loja não alcance o superação e perco mais prêmio.',positiva
'Amoo essa empresa mega feliz',positiva
'O novo modelo de premiação ficou muito ruim não me motiva alcançar as metas pois a premiação é vergonhosa...muito pouco.',positiva
'No sistema de premiação  antigo o vendedor era melhor remumerado  ganhavamos até  40%a mais..hoje esse move só veio para nós  desestimular ensina como devemos ser só que vendedor triste que não  ganha seu esforço fica desestimulado',positiva
'Fantastico ajuda muito Ã¨ um norte para nÃ²s colaboradores',positiva
'Presisamos de metas com mais realudade de batimento as nossas metas estao muito alta',positiva
'Os preços da própria empresa pelo site são ruins para nos vendedores',positiva
'Com o novo modelo de premiação o salãorio só vem caindo.',positiva
'A respeito do via app o q acho q podia melhorar é em relação a entender o q perguntamos um exemplo se eu pedir o meu índice de rentabilidade para saber como estou ele não entende o comando  se entendesse e me passe o extrato me ajudaria bastante.',negativa
'Continuem cada vez mais enviando mais informações para nos pelo ViaApp pois as vezes a gestão de pessoas e muito ruim e acabamos perdendo pessoas devido a uma mão gestao de pessoas não de vendas pensar nas pessoas e o diferencial do nosso negócio',positiva
'Com relação ao Movie  o Gerente ajuda muito mais em piso de loja',positiva
'O projeto  move.. precisa  ser mais objetivo',positiva
'Melhorar premiação nessa nova premiação não ganhamos nada',positiva
'Os liderados e becap da loja só benefecia os amigos deles .... Agente precisa de uma tela para ver nosso ig ja somado',positiva
'Precisamos de produtos para oferecer aos clientes tenho 18 modelos de liquidificador todos eles de marcas inferiores não temos um secador da Taiff vídeo games nem pensar nossa loja fica na periferia ...então se vendemos produtos de 2 e 3 linha.',positiva
'O movve estão burocratizando a loja. Tudo tem horãorio para ser feito e não contamos com o gerente no piso de loja para nos ajudar mais. A premiação piorou muito e estão cada dia mais difícil de ganhar !!',positiva
'Os pilares estão desafiadores  deixando os vencedores desmotivados  pois muitos não batem todas as metas exigidas.',positiva
'É urgente a melhora em preços  prazo de entrega e montagem  pós vendas. E integração de site e loja física com o mesmo preço. Grato e obrigado pela oportunidade.',positiva
'A empresa tem que ser mais agressiva nos preços.....',positiva
'Nao estamos mais ganhando didim depois dessa mudaca ficou péssimo para nos vendedores.',positiva
'A muito q melhorar pois fazem varias promoções no mês sem foco..E tem mais produto de moveis quase não vejo promoções anunciadas.. até hoje os clientes ficam perguntando frete montagem cobra. Sendo q a concorrência não cobra..',positiva
'Estou cada vez mais me aprimorando os conhecimentos juntos com a empresa confio muito no meu potencial de crescimento gradativo .me comprometo cada vez mais me adaptar .',positiva
'Esse modelo novo de comissão p ara mim piorou muito dificulta muito ganho de dinheiro',positiva
'A gerência',positiva
'Precisamos melhorar nossos preços em relação ao site e também em relação aos nossos concorrentes   sem esquecer de melhorar a disponibilidade de produtos',positiva
'Preços e condições de internet online vem sendo nosso maior concorrente. Acho que deveria ser repensado a maneira como é realizada Ã s vendas online comparado Ã s da loja física. No restante  empresa 100% gostosa de trabalhar.',positiva
'O projeto de premiação tem que ser facilitado...para maior incentivo',positiva
'Melhorar a premiação',positiva
'Único problema é Ã s vezes um produto anunciado tem um ir baixo aí vendemos e abaixamos o nosso ir fica difícil virar o cliente',positiva
'Boa tarde nao enrendo pq nao mostra na tela o novo modelo superacao',negativa
'Estão casa vez mais difícil d ganhar dinheiro com esse modelo cdc ir eficiência',positiva
'A empresa é maravilhosa  só precisa melhorar suas condições de pagamento para podermos alavancar as vendas em relação a concorrência e melhorar o IR na linha branca  é desanimador buscar a premiação em um setor que tem o pior IR',positiva
'A empresa estão perdendo grandes vendedores pelo motivo de prêmios baixos !!!',positiva
'É importante ser reconhecido pelo que se faz! Mas é imprescindível se reconhecer no que faz. ( José Carlos / vendedor)',positiva
'Gestão da loja atrapalha muito não leva consideração nossa pessoa como  vendedor.',positiva
'Gostaria de agradecer a pessoa que teve a ideia de construir via app  pois me ajuda muito no meu dia a dia. A eva ja uma grande amiga... rsrs Obrigada via varejo... Abç....',positiva
'Muito bom adorei a pesquisa vou passa pra meus colegas fazer tbm gostei muito gosto mt de fazer parte dessa empresa.......',positiva
'Os cãolculos do igp poderiam ser mais claros',positiva
'Estão sendo muito bom esse app',positiva
'Ótimo',positiva
'Perdemos muita venda pra casas Bahia sou do ponto frio eles ten um bolsão maior q o nosso e estamos localizados no mesmo shopping sou a favor de tirar o bolsão das duas lojas e tenho serteza q vamos ganhar no atendimento',positiva
'Desmotivou muitos vendedores essa forma do prêmio',positiva
'Depois do move perdemos muito tempo com avaliação',positiva
'Essa nova renumeração do prêmio estão desmotivando todos !!triste',positiva
'Preço online na própria empresa  dificulta e ainda o cliente diz na sua cara que vai comprar bem retirar no dia seguinte  você se sente pra baixo  nem o próprio cliente entende.',positiva
'Os líderes devem ajudar mais aos vendedores que precisam e não a quem jão bateu as metas',positiva
'Cota de CDC + serviços deveria ter valores ao invés de porcentagens',positiva
'Gostaria de falar sobe novi modelo',positiva
'Antes os vendedores eram melhor remunerados',positiva
'Acho nossa meta desafiadora e as vezes um pouco difícil por exemplo vcs não depende de nós aprovação. A empresa de seria rever uma taxa  juros diferenciados no mercado.',positiva
'Condições de pgto com menor taxa cdc e cartão',positiva
'Isso relativamente aos produtos com IR menor que 1.',positiva
'Movve',positiva
'Este modelo de premiação veio pra detonar com os vendedores  minha equipe estão desmotivado  e sem lógica os ir's dos produtos',positiva
'Acho que o CDC  não depende de nós por isso não deveria entrar como meta para premiação e depois que implantaram o IGP mesmo batendo todos os pilares não conseguimos alcançar uma boa premiação como antes',positiva
'Poderia ter um melhorar a forma de ir que e muito ruim e pagamento da premiação para incentivar mais os vendedores que não acredita mais na empresa',positiva
'A loja sofre com a concorrência  sempre tem preços e condições de pagamento melhores  (lojas americanas ).',positiva
'Gosto bastante como a empresa vêm valorizando o seu colaborador. Eva é importante tão quanto movve. Infelizmente eu ainda perco vendas por preço de concorrência e forma de pagamento.',positiva
'Ótimo incentivo na copa de serviço e outras premiações!',positiva
'Dividir produtos sem juros',positiva
'O modelo de premiação é excelente e justo. Vale a pena ser um colaborador via varejo.',positiva
'Quero melhorar minhas vendas',positiva
'Tdo ficaria melhor pra ambas partes se a empresa optasse em pagar um piso de  vendedor adequado + comissões de serviços. O cliente com poder de barganha não consegue mais discernir entre preço e valor do produto.',positiva
'infelizmente hoje a empresa n pensa mais em seus vendedores e ao invés incentivar acaba nos desanimando cada vez q olhamos nosso pagamento e vem menos menos e menos',positiva
'Facilitaria se tivesse o acompanhamento de metas e IGP no web  como havia do IR.Assim teríamos uma base de quanto ganharíamos  tentando se superar mês a mês',positiva
'Nós do setor de Móveis as vezes perdemos venda por causa do valor da montagem muito alta eu acho um absurdo o cliente pagar um cozinha de 1199 00 + frete +montagem 163 00 um assalto.',positiva
'Esclacer sempre minhas dúvida  e facilita na HR da venda e fica informada .valeu Amiga Eva .',positiva
'Parabéns pelo interesse em saber a opinião dos funcionãorios',positiva
'A empresa estão cada dia mais exigente com relação a atendimento porém peca com preços mais atrativos e melhor estrutara de lojas.',positiva
'Como o extra é meu grande concorrente se ele faz parte da empresa?pq o extra tem preços bem melhores ?',positiva
'Ter mais gancho de preço',positiva
'Gostaria que a empresa olhasse com mais carinho para o setor de móveis como fz com os dms',positiva
'A alteração na premiação dos funcionãorios desmotivou muitos colaboradores  pois sentimos que o salãorio foi achatado.',positiva
'Precisamos urgente de um líder experiente que nós ajude em uma negociação é nao que fale como a última falou as seguintes frases: estou aqui para gerenciar é para ajuda vendedor a negociar. Obrigada precisamos de ajuda Socorro',positiva
'Que o preço das mercadorias sejam avaliadas de acordo com cada região.',positiva
'Os quatros gatilhos de condicionamento são muito disafiadores e dependendo do mês muito difícil de se alcançar. Mais procurar da o meu melhor a cada mês e alcançar meus objetivos e assim ajudar minha filial....',positiva
'A princípio que pode ser mudado',positiva
'Tenho uma sugestão dão sobre o IR',positiva
'Sobre o prêmio só fica mais difícil ganhar por causa da concorrência de preços. Tem produtos que se der desconto perco muito no IR. Vamos rever preços atraentes para os clientes virem a loja. O resto é com a gente.',positiva
'Combater preços dos concorrentes  melhorar condições de pagamento  abastecimento de produtos  melhorar aprovação de CDC principalmente da primeira compra do cliente  melhorar a liderança.',positiva
'Gostaria melhor condições de pagamento.',positiva
'O que mais nos faz perder vendas é o juro altíssimo do nosso carne  lojas cem faz até 10x sem juros no carnê.... Isso atrapalha muito  inclusive serviços terem juros também no carnê.',positiva
'Para aumentar as vendas da loja teria que ter banricompras . Perdemos muitas vendas',positiva
'Metas cada vez mais impossíveis de alcançar!',positiva
'Perdemos muitas vendas também com montagem de móveis.  O produto estão o mesmo valor do concorrente  porém  eles não cobram a montagem.',positiva
'Acho que o cdc não depende de nós.  E depois essa nova premiação caiu muito em vista do que ganhavamos antes . E ir também atrapalhou muito.pois sempre tem um produto q paga mau e sempre difícil de negociar.',positiva
'Pior incentivo de premiação ..tudo so favorece a empresa. Cdc tem que ser incentivo para os analistas que o aprovam..Nunca vi maior absurdo que essa premiação',positiva
'Poderia não ser descontado o IR 0 50 pq ele afunda nosso IR prejudicando o vendedor em negociações e premiações',positiva
'Muito importante para no crescimento profissional e pessoal !',positiva
'Minha opniao o produto deve estar ligado e nao desligado',positiva
'Em relação a concorrente citei o Extra devido ao preço e as condições de pg deles que a maioria das vzs é melhor que a nossa',positiva
'Gostaria de reforçar que a empresa precisa rever o modelo de premiação de seus vendedores pois caiu bruscamente e fica sem incentivo pois o retorno financeiro não existe mais',positiva
'O App Eva devia mostrar também o desempenho da loja p sabermos sobre o prêmio superação.',positiva
'Relevante para o dia dia mas preciso de sistema para acompanhar o resultados pois muito dificil fazer no escuro',positiva
'Avaliar o preço online',positiva
'A cota como falei tão muito desafiadora e a premiacao quase impossível',positiva
'Amo meu emprego mais estou passando por momentos difíceis separação venda de carro filhos transplante de rins falta de remédios .....amo trabalhar aqui...mais perdemos vendas bobas para lojas fracas até farmãocia tão vendendo as vezes mais barato',positiva
'Acho o ir da linha branca muito baixo  e as vezes  não temos preços ou quando temos preços não temos condições de pagamento!',positiva
'Estão se tornando impossível tirar um bom pagamento acho que não pensa nos funcionãorios e sim só na empresa',positiva
'Bom na verdade acho que o modelo de incentivo deveria mudar ..acho que todos que baterem a meta jão deveria ganhar alguma coisa porque tão muito difícil bater as metas e a cada fator batido o prêmio vai aumentando',positiva
'Não adianta fazer pesquisas pois nunca é mudanças pra melhoria pra funcionãorios  melhora só pra empresa e tira do colaborador',positiva
'Os vendedores estão cada vez mais insatisfeito com o novo modelo pois cada vez mais estamos ganhando menos  muita cobrança pra pouco salaorio. Premiação nos não ganha pós tem que completar todos os pilares pra ganhar uma mixaria',positiva
'Nao concordo com os colabores so saberem o valor do premio atraves do EVA ou no dia do pagamento. Deveriamos ter uma tela onde pudessemos ver o valor q estamos projetando receber.',negativa
'A empresa precisa ter mais meio de pagamento sem juros no cartão  pois o concorrente fazem sem juros e o ir ter mais itens nas cestas 1 e 2. Reduzir juros do carnê igual lojas cem.',positiva
'Precisamos vender com setor aberto.',positiva
'Deveria ser flexivel com as cotas mais baixas no mês de pouco fluxo de cliente!',positiva
'Acho que deveriam rever  essa forma de premiação pois ja tivemos premiação melhores.',positiva
'Falo que a loja cem na região que eu trabalho é nossa maior concorrência por causa do seu crediãorio  eles tem uma taxa muito menor que a nossa é muito difícil reverter. Deveria ter uma taxa mais reduzida pra cliente que jão tenha pré aprovado.',positiva
'A condição de pagamento poderia melhorar em relação ao cartão de crédito tendo em vista que o Extra e Americanas estão sempre parcelando em 10 ou 12 vezes sem juros em qualquer cartão.',positiva
'nós vendedores deveríamos ganhar comissões tbm sobre cdc e serviços',positiva
'Diminuir juros de cdc p pãog até 6vezes',positiva
'Pergunta 23 IR e CDC',positiva
'Na minha loja a única concorrência que a gente perde e pro extra  eles ganha muita venda nossa  principalmente no setor de telefonia  deveríamos melhorar mais as condições de pagamento em parcela',positiva
